Ranking,Name,Token,Price,One_Hour_Percentage,TwentyFour_Hour_Percentage,Seven_Days_Percentage,Market_Cap,Volume_24h,Circulating_Supply,Total_Supply,Max_Supply,Class,Halving_1_RankIndex,Halving_1_Plus250_RankIndex,Halving_2_RankIndex,Halving_2_Plus250_RankIndex,Halving_3_RankIndex,Halving_3_Plus250_RankIndex,Halving_4_RankIndex,Capture_Date
3781,catwifbag,BAG,$0.001337,0.03%,3.55%,3.38%,,,"1,000,000,000 BAG",1000000000.0,,3,,,,,,,2669.0,2024-09-23
3790,POG,POGS,$0.002911,0.28%,2.13%,12.07%,,,"229,949,915 POGS",1729949915.0,2000000000.0,3,,,,,,,,2024-09-23
3799,Grimace,GRIMACE,$4.66,0.00%,24.77%,9.75%,,,"1,000,000 GRIMACE",1000000.0,1000000.0,3,,,,,,,2651.0,2024-09-23
3800,Suicune,HSUI,$0.01967,3.45%,15.95%,54.21%,,,"245,000,000 HSUI",245000000.0,245000000.0,3,,,,,,,,2024-09-23
3816,Joker,JOKER,$0.082823,1.65%,3.67%,10.92%,,,"420,690,000,000,000 JOKER",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23
3823,Smol Su,SU,$1.24,0.00%,50.40%,301.23%,,,"1,000,000 SU",1000000.0,1000000.0,3,,,,,,,5455.0,2024-09-23
3852,Doge 2.0,DOGE2.0,$0.086099,0.74%,0.02%,23.38%,,,"420,690,000,000,000 DOGE2.0",420690000000000.0,420690000000000.0,3,,,,,,,3600.0,2024-09-23
3855,Gaga (Pepe),GAGA,$0.081221,4.26%,0.12%,20.01%,,,"420,690,000,000,000 GAGA",420690000000000.0,,3,,,,,,,3021.0,2024-09-23
3860,Husky Avax,HUSKY,$0.075169,1.21%,6.44%,23.34%,,,"88,387,660,675,250 HUSKY",100000000000000.0,,3,,,,,,,3985.0,2024-09-23
3861,MCOIN,MCOIN,$0.002328,0.02%,6.05%,2.97%,,,"1,000,000,000 MCOIN",500000000.0,500000000.0,3,,,,,,,2734.0,2024-09-23
3863,TrumpMAGA,$TRUMAGA,$0.0619,3.07%,25.09%,11.62%,,,"390,000,000,000 $TRUMAGA",390000000000.0,420690000000.0,3,,,,,,,,2024-09-23
3869,Game of Memes,GOME,$0.0009776,0.76%,10.11%,26.80%,,,"651,476,206 GOME",651499718.0,,3,,,,,,,,2024-09-23
3872,CATX,CATX,$0.076839,0.00%,92.11%,91.29%,,,"300,000,000,000 CATX",1000000000000.0,1000000000000.0,3,,,,,,,,2024-09-23
3890,PEPE 0x69 ON BASE,PEPE,$0.085814,0.27%,3.81%,18.77%,,,"420,690,000,000,000 PEPE",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23
3893,Heroes of memes,HOMS,$0.01604,0.01%,0.10%,3.74%,,,"3,999,995 HOMS",10000000.0,10000000.0,3,,,,,,,,2024-09-23
3913,MILKBAG,MILKBAG,$0.003488,0.85%,0.08%,3.56%,,,"936,797,873 MILKBAG",946404801.0893396,1000000000.0,3,,,,,,,,2024-09-23
3934,Peanie,PEANIE,$0.001808,0.98%,1.58%,41.08%,,,"18,740,000 PEANIE",1000000000.0,,3,,,,,,,,2024-09-23
3946,Treat,TREAT,$0.0006787,41.05%,29.71%,14.24%,,,"3,333,333,333 TREAT",3333333333.0,3333333333.0,3,,,,,,,5422.0,2024-09-23
3962,Shibwifhat,SHIB,$0.002318,1.01%,0.47%,17.13%,,,"980,500,000 SHIB",982000000.0,,3,,,,,,,3261.0,2024-09-23
3963,babydogwifhat,BABYWIF,$0.0002412,23.10%,30.57%,70.26%,,,"999,995,966 BABYWIF",999995966.0,,3,,,,,,,4943.0,2024-09-23
3967,Block Chain People,BCP,$0.01692,4.44%,14.82%,19.19%,,,"21,000,000 BCP",21000000.0,21000000.0,3,,,,,,,,2024-09-23
3969,Taylor Swift's Cat BENJI,BENJI,$0.0004613,0.17%,6.01%,46.74%,,,"999,134,766 BENJI",999377160.0,,3,,,,,,,3239.0,2024-09-23
3976,AVAX HAS NO CHILL,NOCHILL,$0.004588,0.36%,7.91%,7.98%,,,"1,550,000,000 NOCHILL",1550000000.0,1550000000.0,3,,,,,,,3275.0,2024-09-23
3982,Gorilla In A Coupe,GIAC,$0.091592,0.00%,54.64%,67.41%,,,"420,690,000,000,000 GIAC",420690000000000.0,420690000000000.0,3,,,,,,,3005.0,2024-09-23
3988,Sacabam,SCB,$0.078876,2.48%,5.58%,182.22%,,,"39,950,000,000,000 SCB",47000000000000.0,47000000000000.0,3,,,,,,,4140.0,2024-09-23
3991,Vote Freedom,FREEDOM,$0.09316,0.43%,49.74%,49.74%,,,"420,690,000,000,000 FREEDOM",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23
3993,Foxify,FOX,$0.1439,0.01%,4.71%,0.12%,,,"6,199,781 FOX",10654824.0,10654824.0,3,,,,,,,3860.0,2024-09-23
3996,LANDLORD RONALD,$LANDLORD,$0.000585,1.13%,3.92%,26.76%,,,"823,992,693 $LANDLORD",823992693.0,823992693.0,3,,,,,,,,2024-09-23
4003,Coding Dino,DINO,$0.0000521,0.61%,0.80%,6.56%,,,"10,000,000,000 DINO",20000000000.0,20000000000.0,3,,,,,,,2902.0,2024-09-23
4013,Ethereumdog,ETHDOG,$0.00002827,7.73%,41.69%,130.27%,,,"1,000,000,000 ETHDOG",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4016,UPTOS,UPTOS,$0.00003177,0.05%,7.67%,69.37%,,,"88,888,888,888 UPTOS",88888888888.0,88888888888.0,3,,,,,,,2882.0,2024-09-23
4023,Sol Bastard,SOBA,$0.001077,0.77%,38.69%,42.89%,,,"1,000,000,000 SOBA",1000000000.0,,3,,,,,,,,2024-09-23
4034,LANDWOLF (AVAX),WOLF,$0.056608,1.42%,3.53%,22.08%,,,"550,000,000,000 WOLF",550000000000.0,690000000000.0,3,,,,,,,,2024-09-23
4038,LumiChill,CHILL,$0.07174,0.24%,1.04%,16.30%,,,"18,888,111,888,696 CHILL",18888111888696.0,18888111888696.0,3,,,,,,,,2024-09-23
4039,Monkey,MONKEY,$0.099119,3.96%,2.32%,0.34%,,,"420,685,309,978,037 MONKEY",420685309978037.0,,3,,,,,,,2744.0,2024-09-23
4040,BaseCTO,CTO,$0.001735,0.43%,9.41%,134.09%,,,"956,763,377 CTO",956763377.0,1000000000.0,3,,,,,,,,2024-09-23
4043,HahaYes,RIZO,$0.051047,1.20%,7.35%,28.56%,,,"420,690,000,000 RIZO",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23
4047,Cheese,CHEESE,$0.001822,3.19%,7.68%,2.52%,,,"999,998,834 CHEESE",0.0,1000000000.0,3,,,,,,,,2024-09-23
4049,bitFloki,BFLOKI,$0.063568,1.11%,40.34%,47.57%,,,"250,000,000,000 BFLOKI",500000000000.0,1000000000000.0,3,,,,,,,3716.0,2024-09-23
4051,MAGA Trump,MAGATRUMP,$0.0003316,1.82%,1.70%,29.62%,,,"1,000,000,000 MAGATRUMP",999999998.0,1000000000.0,3,,,,,,,6723.0,2024-09-23
4060,real fast,SPEED,$0.001039,0.04%,5.56%,3.45%,,,"746,904,461 SPEED",746904461.0,,3,,,,,,,,2024-09-23
4061,CANNFINITY,CFT,$0.003224,0.03%,11.29%,9.52%,,,"3,360,000,000 CFT",4200000000.0,4200000000.0,3,,,,,,,6703.0,2024-09-23
4073,Dork Lord,DORKY,$0.03509,4.14%,102.59%,182.26%,,,"69,420,000 DORKY",69420000.0,69420000.0,3,,,,,,,,2024-09-23
4077,Gauss0x,GAUSS,$0.002504,0.44%,21.31%,99.38%,,,"1,000,000,000 GAUSS",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4080,Wynn,WYNN,$0.00004229,1.42%,38.16%,82.17%,,,"1,000,000,000 WYNN",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4085,Gondola,GONDOLA,$0.056049,0.51%,0.29%,144.52%,,,"420,690,000,000 GONDOLA",420690000000.0,,3,,,,,,,,2024-09-23
4098,Pond Coin,PNDC,$0.061394,1.37%,7.78%,30.35%,,,"22,551,271,108,212 PNDC",22551271108212.0,22551271108212.0,3,,,,,,,3152.0,2024-09-23
4106,Epep,EPEP,$0.0005731,0.41%,12.96%,120.05%,,,"1,000,000,000 EPEP",999999999.78,,3,,,,,,,3388.0,2024-09-23
4121,Pedro The Raccoon,PEDRO,$0.003782,0.26%,14.76%,65.98%,,,"99,983,148 PEDRO",99983147.76,,3,,,,,,,,2024-09-23
4127,FEAR NOT,FEARNOT,$0.053363,1.35%,3.72%,46.34%,,,"420,690,000,000 FEARNOT",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23
4128,KeyOfLife Multichain Store Of Value,KOL,$0.8567,3.89%,5.16%,24.97%,,,"1,949,741 KOL",5411637.48675264,50000000.0,3,,,,,,,3968.0,2024-09-23
4132,MILEI Token,MILEI,$0.01601,15.34%,30.84%,50.09%,,,"10,000,000 MILEI",10000000.0,10000000.0,3,,,,,,,5256.0,2024-09-23
4141,POGAI,pogai,$0.0000225,0.95%,2.42%,0.27%,,,"99,900,000,000 pogai",100000000000.0,100000000000.0,3,,,,,,,2662.0,2024-09-23
4147,Hachi,HACHI,$0.081787,0.01%,12.68%,74.86%,,,"849,998,943,779,670 HACHI",849998943779670.0,888000000000000.0,3,,,,,,,2475.0,2024-09-23
4151,LET HIM COOK,COOK,$0.003501,0.06%,1.51%,48.67%,,,"998,947,805 COOK",998947804.99,,3,,,,,,,,2024-09-23
4158,DORK LORD,DORKL,$0.0002837,0.19%,4.62%,20.60%,,,"1,000,000,000 DORKL",999998509.0,,3,,,,,,,2696.0,2024-09-23
4159,Guufy,GUUFY,$0.00002823,0.72%,0.90%,9.97%,,,"6,894,988,084 GUUFY",7299988083.0,,3,,,,,,,3024.0,2024-09-23
4162,CZKING,CZKING,$0.062958,5.91%,19.97%,56.38%,,,"168,582,869,043 CZKING",168582869043.0,168582869043.0,3,,,,,,,,2024-09-23
4170,Kuma Inu,KUMA,$0.082728,0.03%,0.44%,26.63%,,,"118,750,167,011,962 KUMA",500000000000000.0,1000000000000000.0,3,,,,,,,4984.0,2024-09-23
4172,Welshcorgicoin,WELSH,$0.001767,3.11%,6.68%,8.68%,,,"10,000,000,000 WELSH",10000000000.0,10000000000.0,3,,,,,,,3121.0,2024-09-23
4180,WUFFI,WUF,$0.065367,0.29%,0.77%,6.14%,,,"84,204,033,545,637 WUF",84204033545637.0,84204033545637.0,3,,,,,,,2710.0,2024-09-23
4184,Sponge,$SPONGE,$0.0006235,15.66%,15.53%,1497.05%,,,"24,651,550,674 $SPONGE",40400000000.0,40400000000.0,3,,,,,,,4260.0,2024-09-23
4189,Roaring Kitty,ROAR,$0.001847,2.26%,11.26%,44.13%,,,"1,000,000,000 ROAR",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4192,WW3,WW3,$0.0002407,7.16%,5.33%,4.78%,,,"999,995,583 WW3",999995583.0,,3,,,,,,,3592.0,2024-09-23
4193,Bamboo on Base,BAMBOO,$0.017,0.07%,1.46%,14.94%,,,"1,000,000,000 BAMBOO",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4200,KAI KEN,KAI,$0.084355,0.11%,21.47%,42.16%,,,"420,690,000,000,000 KAI",0.0,420690000000000.0,3,,,,,,,,2024-09-23
4203,Grok Cat,GROKCAT,$0.0003289,1.62%,4.39%,8.57%,,,"4,200,000,000 GROKCAT",4200000000.0,4200000000.0,3,,,,,,,2628.0,2024-09-23
4215,CRAZY MONKEY,CMONK,$0.0007332,0.60%,1.30%,80.63%,,,"1,639,659,948 CMONK",1639659957.0,1642517011.0,3,,,,,,,,2024-09-23
4226,Ansem's Cat,HOBBES,$0.000669,0.01%,6.60%,18.83%,,,"999,999,895 HOBBES",999999894.85,,3,,,,,,,2510.0,2024-09-23
4233,PEPAY,PEPAY,$0.093339,3.51%,40.16%,96.64%,,,"420,690,000,000,000 PEPAY",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23
4236,Sun Wukong,WUKONG,$0.0006661,7.12%,9.23%,29.10%,,,"1,000,000,000 WUKONG",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4243,World Liberty Financial (wlfimoon.xyz),WLFI,$0.0122029,0.32%,56.41%,96.43%,,,"100,000,000,000,000,000 WLFI",1e+17,1e+17,3,,,,,,,,2024-09-23
4251,Okayeg,OKAYEG,$0.051136,0.44%,16.61%,53.51%,,,"420,690,000,000 OKAYEG",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23
4259,PUCCA,PUCCA,$0.001888,1.06%,0.97%,13.53%,,,"843,099,855 PUCCA",843099855.0,1000000000.0,3,,,,,,,,2024-09-23
4261,jeffry,JEFFRY,$0.0006057,4.48%,30.39%,120.13%,,,"420,690,000 JEFFRY",420690000.0,420690000.0,3,,,,,,,,2024-09-23
4262,Doge Inu,DINU,$0.082114,0.01%,0.73%,22.90%,,,"498,491,594,059,260 DINU",1000000000000000.0,1000000000000000.0,3,,,,,,,,2024-09-23
4263,canwifhat,CAN,$0.001982,0.23%,19.41%,14.70%,,,"100,000,000 CAN",100000000.0,,3,,,,,,,4610.0,2024-09-23
4264,Landwolf (Base),WOLF,$0.085999,0.23%,3.99%,22.59%,,,"420,690,000,000,000 WOLF",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23
4268,Buy the DIP,DIP,$0.0006458,0.76%,0.12%,12.84%,,,"7,000,000,000 DIP",10000000000.0,10000000000.0,3,,,,,,,,2024-09-23
4277,Ponzio The Cat,PONZIO,"$1,066,897.99",0.27%,20.90%,289.72%,,,1 PONZIO,284179.6875,284179.6875,3,,,,,,,,2024-09-23
4281,Magic Internet Money,MIM,$0.0002928,0.11%,6.06%,3.05%,,,"999,875,663 MIM",698964077.0,,3,,,,,,,3369.0,2024-09-23
4291,Katchu Coin,KATCHU,$0.00416,1.24%,4.65%,5.43%,,,"809,985,537 KATCHU",809985537.0,,3,,,,,,,,2024-09-23
4292,Plebz,PLEB,$0.099347,26.61%,17.46%,13.42%,,,"420,690,000,000,000 PLEB",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23
4299,Baby Neiro Coin,BABYNEIRO,$0.0004996,7.46%,28.21%,9.97%,,,"100,000,000 BABYNEIRO",100000000.0,100000000.0,3,,,,,,,,2024-09-23
4304,XDoge,XD,$0.094293,0.00%,43.88%,204.31%,,,"420,690,000,000,000 XD",420690000000000.0,420690000000000.0,3,,,,,,,6866.0,2024-09-23
4311,Cyber Dog,CDOG,$0.001727,0.04%,1.52%,1.52%,,,"1,000,000,000 CDOG",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4314,JIZZUS CHRIST,JIZZUS,$0.068767,0.23%,61.81%,112.44%,,,"999,952,124,021 JIZZUS",999952124021.15,,3,,,,,,,4053.0,2024-09-23
4317,Black Dragon,BLACKDRAGON,$0.073417,8.33%,14.37%,95.00%,,,"78,098,200,000,000 BLACKDRAGON",78098200000000.0,100000000000000.0,3,,,,,,,4720.0,2024-09-23
4323,Peepo,PEEPO,$0.071492,0.47%,6.72%,3.58%,,,"68,725,800,000,000 PEEPO",420690000000.0,420690000000.0,3,,,,,,,3653.0,2024-09-23
4327,MAGA CAT,MAGACAT,$0.00009844,13.67%,14.49%,71.51%,,,"1,000,000,000 MAGACAT",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4328,BitShiba,SHIBA,$0.081438,0.01%,3.75%,14.06%,,,"499,999,888,544,328 SHIBA",1000000000000000.0,1000000000000000.0,3,,,,,,,4345.0,2024-09-23
4330,pre,PRE,$0.00006381,6.86%,15.51%,60.88%,,,"999,957,841 PRE",999957840.97,,3,,,,,,,4689.0,2024-09-23
4335,TRON BEER,TBEER,$0.001844,0.05%,7.66%,2.13%,,,"1,000,000,000 TBEER",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4336,NumberGoUpTech,TECH,$0.00003346,0.62%,6.37%,1.18%,,,"65,949,000,000 TECH",69420000000.0,69420000000.0,3,,,,,,,4015.0,2024-09-23
4339,Faptax,FAPTAX,$0.001369,0.29%,22.48%,6.47%,,,"288,780,310 FAPTAX",288780310.08,288780310.08,3,,,,,,,,2024-09-23
4340,FART COIN,FRTC,$0.061217,0.02%,0.39%,1.14%,,,"100,000,000,000,000 FRTC",100000000000000.0,100000000000000.0,3,,,,,,,4393.0,2024-09-23
4348,SATOSHIâ¢NAKAMOTO,ä¸°,$0.3479,0.32%,4.86%,11.78%,,,"16,800,000 ä¸°",,,3,,,,,,,,2024-09-23
4355,Peepo (SOL),$PEEP,$0.056044,0.94%,6.29%,24.60%,,,"52,893,769,270 $PEEP",54893769269.96,,3,,,,,,,4700.0,2024-09-23
4361,This Is My Iguana,TIMI,$0.0002579,0.07%,15.13%,37.43%,,,"942,225,507 TIMI",942225507.0,1000000000.0,3,,,,,,,,2024-09-23
4379,BOBER,BOBER,$0.0002713,0.12%,4.63%,3.12%,,,"6,969,393,998 BOBER",6969393998.0,6969393998.0,3,,,,,,,,2024-09-23
4384,Joram Poowel,POOWEL,$0.001297,0.43%,8.03%,8.69%,,,"999,679,238 POOWEL",999679238.0,,3,,,,,,,3359.0,2024-09-23
4386,SUNLION,SUNLION,$0.0001665,4.98%,5.25%,49.69%,,,"1,000,000,000 SUNLION",0.0,1000000000.0,3,,,,,,,,2024-09-23
4396,Tongue Cat,LUIS,$0.0001803,0.19%,6.72%,12.12%,,,"1,000,000,000 LUIS",1000000000.0,,3,,,,,,,2796.0,2024-09-23
4399,Slime,$SLIME,$0.0001802,1.64%,5.06%,63.92%,,,"888,880,000 $SLIME",888880000.0,888880000.0,3,,,,,,,,2024-09-23
4405,Wiki Cat,WKC,$0.071057,0.75%,1.87%,7.26%,,,"567,000,000,000,000 WKC",700000000000000.0,,3,,,,,,,4338.0,2024-09-23
4408,Baked,BAKED,$0.004741,0.31%,2.96%,62.86%,,,"1,000,000,000 BAKED",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4417,World Liberty Financial,WLFI,$0.012402,1.60%,9.51%,97.29%,,,"100,000,000,000,000,000 WLFI",1e+17,1e+17,3,,,,,,,,2024-09-23
4418,EGG SOL,EGG,$0.00002587,0.39%,0.23%,15.74%,,,"5,987,142,167 EGG",5987142167.27,,3,,,,,,,3612.0,2024-09-23
4420,Elon's Pet Fish ERIC,ERIC,$0.001495,5.04%,61.88%,195.06%,,,"100,000,000 ERIC",100000000.0,100000000.0,3,,,,,,,,2024-09-23
4422,SUNwifHat,SWIF,$0.059876,2.52%,11.18%,10.14%,,,"1,000,000,000 SWIF",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4429,Fluffys,FLUFFYS,$0.001385,0.04%,1.68%,4.74%,,,"103,974,996 FLUFFYS",103974996.0,,3,,,,,,,,2024-09-23
4438,Abble,AABL,$0.001019,0.75%,5.72%,5.64%,,,"1,000,000,000 AABL",1000000000.0,,3,,,,,,,2867.0,2024-09-23
4439,SDOGE,SDOGE,$0.062841,0.00%,4.86%,8.86%,,,"100,000,000,000 SDOGE",100000000000.0,,3,,,,,,,5902.0,2024-09-23
4445,BIBI,BIBI,$0.081023,0.07%,3.36%,3.82%,,,"4,206,900,000,000,000 BIBI",4206900000000000.0,4206900000000000.0,3,,,,,,,3986.0,2024-09-23
4449,toby,TOBY,$0.072059,0.28%,5.33%,9.23%,,,"420,000,000,000,000 TOBY",420000000000000.0,420000000000000.0,3,,,,,,,2988.0,2024-09-23
4450,Cat,CAT,$0.099323,1.08%,2.19%,15.63%,,,"988,882,546,350,418 CAT",988882546350418.0,1000000000000000.0,3,,,,,,,3939.0,2024-09-23
4454,Corn,CORN,$0.0005328,0.00%,6.00%,0.42%,,,"1,000,000,000 CORN",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4455,UpSideDownCat,USDCAT,$0.00004019,1.18%,24.04%,20.02%,,,"8,512,153,498 USDCAT",8512153498.0,8512153498.0,3,,,,,,,3960.0,2024-09-23
4456,Kem Jeng Un,$KEM,$0.0001909,0.22%,29.26%,7.46%,,,"1,000,000,000 $KEM",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4459,Sealwifhat,SI,$0.0001917,1.79%,27.40%,45.46%,,,"983,152,451 SI",999852450.6,,3,,,,,,,2994.0,2024-09-23
4462,AI CODE,AICODE,$0.7262,1.91%,11.34%,30.29%,,,"1,025,569 AICODE",1025569.0,1025569.0,3,,,,,,,3093.0,2024-09-23
4465,Tomwifhat,TWIF,$0.0004146,0.11%,1.09%,30.99%,,,"200,000,000 TWIF",450000000.0,1000000000.0,3,,,,,,,,2024-09-23
4470,DogWifNoHat,NOHAT,$0.0003448,0.28%,3.65%,1.64%,,,"17,612,903 NOHAT",982387096.77,982387096.77,3,,,,,,,,2024-09-23
4472,BIRDDOG,BIRDDOG,$0.051708,0.00%,6.26%,48.22%,,,"420,690,000,000 BIRDDOG",0.0,420690000000.0,3,,,,,,,,2024-09-23
4488,Bull Market,BULL,$0.0003676,0.00%,9.20%,45.75%,,,"1,000,000,000 BULL",0.0,1000000000.0,3,,,,,,,5527.0,2024-09-23
4489,LOAF CAT,LOAF,$0.069181,0.54%,11.21%,21.27%,,,"100,000,000,000 LOAF",100000000000.0,,3,,,,,,,3585.0,2024-09-23
4496,Myra,MYRA,$0.0006135,0.62%,3.72%,17.42%,,,"999,943,988 MYRA",999943988.35,,3,,,,,,,4032.0,2024-09-23
4499,Meow Meow Coin,MEOW,$0.063353,0.00%,14.30%,35.37%,,,"420,690,000,000 MEOW",420690000000.0,420690000000.0,3,,,,,,,6101.0,2024-09-23
4501,TRUMP,TRUMP,$0.00001171,1.47%,2.65%,10.56%,,,"46,999,000,000 TRUMP",1000000000000.0,1000000000000.0,3,,,,,,,3360.0,2024-09-23
4506,el gato,ELGATO,$0.00005206,0.27%,15.65%,78.14%,,,"9,997,471,496 ELGATO",9997471495.97,,3,,,,,,,4290.0,2024-09-23
4509,Didi Duck,DIDID,$0.0001775,2.80%,17.91%,14.34%,,,"1,000,000,000 DIDID",0.0,,3,,,,,,,,2024-09-23
4508,PeiPei (BSC),PEIPEI,$0.081174,1.46%,4.84%,17.56%,,,"420,690,000,000,000 PEIPEI",420690000000000.0,420690000000000.0,3,,,,,,,,2024-09-23
4520,Baby Neiro Coin Sol,BABYNEIRO,$0.054651,0.87%,16.75%,4.74%,,,"10,000,000,000 BABYNEIRO",10000000000.0,10000000000.0,3,,,,,,,,2024-09-23
4525,Speedy,SPEEDY,$0.067611,0.05%,21.15%,111.22%,,,"950,000,000,000 SPEEDY",1000000000000.0,1000000000000.0,3,,,,,,,2921.0,2024-09-23
4526,SHARBI,SHARBI,$0.054942,0.16%,15.02%,10.14%,,,"74,999,697,242 SHARBI",74999697242.4,,3,,,,,,,3711.0,2024-09-23
4535,BIC,BIC,$0.007348,0.00%,4.43%,10.99%,,,"800,000,000 BIC",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4524,Waka Flocka,FLOCKA,$0.0005309,0.08%,11.26%,19.01%,,,"1,000,000,000 FLOCKA",1000000000.0,1000000000.0,3,,,,,,,,2024-09-23
4536,achi,ACHI,$0.0006244,0.96%,16.10%,32.78%,,,"1,000,000,000 ACHI",1000000000.0,,3,,,,,,,,2024-09-23
4538,Satellite Doge-1 Mission,DOGE-1,$0.0006421,1.20%,9.88%,63.40%,,,"1,000,000,000 DOGE-1",1000000000.0,1000000000.0,3,,,,,,,4588.0,2024-09-23
4542,Sentinel Bot Ai,SNT,$0.0005515,0.00%,37.71%,186.99%,,,"1,000,000,000 SNT",1000000000.0,1000000000.0,3,,,,,,,4896.0,2024-09-23
4543,Department Of Government Efficiency (dogedepartment.com),DOGE,$0.079403,25.97%,36.89%,87.82%,,,"420,000,000,000 DOGE",420000000000.0,420000000000.0,3,,,,,,,,2024-09-23
4547,Catizen on SOL,CATI,$0.0123405,3.63%,16.45%,95.59%,,,"100,000,000,000,000,000 CATI",1e+17,1e+17,3,,,,,,,,2024-09-23
4551,Pigcoin,PIG,$0.068082,0.55%,3.80%,10.58%,,,"2,870,000,000,000 PIG",3000000000000.0,3000000000000.0,3,,,,,,,2438.0,2024-09-23
4556,Brett's cat,BALT,$0.0004643,0.13%,15.32%,301.94%,,,"954,330,579 BALT",954330578.702,1000000000.0,3,,,,,,,,2024-09-23
4564,BabyPepe,BABYPEPE,$0.0108724,2.29%,6.98%,40.14%,,,"4,206,908,008,507,070 BABYPEPE",4206908008507070.0,4206908008507070.5,3,,,,,,,5184.0,2024-09-23
4569,bul,BUL,$0.063027,0.45%,2.29%,28.45%,,,"1,000,000,000,000 BUL",1000000000000.0,,3,,,,,,,2804.0,2024-09-23
4570,Crypto Villains,CV,$0.000389,0.27%,0.24%,0.01%,,,"4,053,005,489 CV",4053005489.0,4053005489.0,3,,,,,,,4564.0,2024-09-23
4577,Baby PeiPei (babypeipeicoin.com),BABYPEIPEI,$0.063858,0.00%,52.61%,13.12%,,,"420,690,000,000 BABYPEIPEI",420690000000.0,420690000000.0,3,,,,,,,,2024-09-23
4596,MAGA PEPE (SOL),MAGAPEPE,$0.0115455,3.62%,8.45%,20.83%,,,"42,069,000,000,000,000 MAGAPEPE",4.2069e+16,,3,,,,,,,,2024-09-23
4598,Baby Solana,BABYSOL,$0.005547,0.08%,2.59%,13.10%,,,"63,723,146 BABYSOL",63723146.2,,3,,,,,,,4112.0,2024-09-23
4604,Crypto Rangers,CR,$0.00002631,3.72%,1.63%,11.25%,,,"8,045,311,447 CR",8045311447.0,8045311447.0,3,,,,,,,4160.0,2024-09-23
4608,Young Peezy AKA Pepe,PEEZY,$0.001288,1.40%,10.42%,7.90%,,,"1,000,000,000 PEEZY",1000000000.0,1000000000.0,3,,,,,,,3192.0,2024-09-23
4615,Dog Wif Nunchucks,NINJA,$0.003351,0.08%,15.87%,11.71%,,,"1,000,000,000 NINJA",1000000000.0,1000000000.0,3,,,,,,,3720.0,2024-09-23
4616,DICAPRIO CHEERS,CHEERS,$0.0005562,0.13%,5.04%,24.84%,,,"450,000,000 CHEERS",1000000000.0,,3,,,,,,,,2024-09-23
4620,Paco,PACO,$0.00009016,1.60%,15.65%,32.18%,,,"949,999,999 PACO",949999999.0,1000000000.0,3,,,,,,,,2024-09-23
4623,Caprisun Monkey,CAPRI,$0.0005106,0.23%,6.73%,10.37%,,,"949,987,077 CAPRI",0.0,,3,,,,,,,,2024-09-23
4625,Ada,ADASOL,$0.000956,0.23%,1.07%,16.30%,,,"1,000,000,000 ADASOL",1000000000.0,,3,,,,,,,3750.0,2024-09-23
4632,Inu Inu,INUINU,$0.081818,0.00%,3.23%,52.80%,,,"470,000,000,000,000 INUINU",470000000000000.0,,3,,,,,,,2900.0,2024-09-23
4635,Lesbian Inu,LESBIAN,$0.092183,0.01%,3.58%,22.85%,,,"10,000,000,000,000 LESBIAN",1000000000000000.0,1000000000000000.0,3,,,,,,,8117.0,2024-09-23
4659,Liquor,$LIQ,$0.00003974,2.15%,12.43%,12.43%,,,"69,696,969,696 $LIQ",69696969696.0,69696969696.0,3,,,,,,,,2024-09-23
4662,Let's WIN This,HARRIS,$0.000255,1.89%,10.74%,35.87%,,,"989,060,000 HARRIS",989060000.0,989060000.0,3,,,,,,,,2024-09-23
4664,Homer,SIMPSON,$0.0112818,0.01%,0.27%,11.37%,,,"420,000,000,000,000,000 SIMPSON",4.2e+17,4.2e+17,3,,,,,,,3083.0,2024-09-23
4673,Fine,FINE,$0.083255,0.46%,2.40%,28.66%,,,"420,690,000,000,000 FINE",420690000000000.0,420690000000000.0,3,,,,,,,3615.0,2024-09-23
4678,Hank,HANK,$0.0001515,2.00%,0.89%,25.12%,,,"1,000,000,000 HANK",1000000000.0,,3,,,,,,,,2024-09-23
